graph,component,component,distance
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/neutron/neutron-openvswitch,cs:~openstack-charmers-next/neutron/neutron-api,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/neutron/neutron-openvswitch,cs:~openstack-charmers-next/neutron/neutron-gateway,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/ceilometer,cs:~openstack-charmers/ceilometer,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/ceilometer,cs:~openstack-charmers/keystone,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/ceilometer,cs:~openstack-charmers/glance,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/ceilometer,cs:~openstack-charmers/cinder,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/ceilometer,cs:~openstack-charmers/aodh,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceph/ceph-radosgw,cs:~openstack-charmers-next/ceph/ceph-radosgw,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceph/ceph-radosgw,cs:~openstack-charmers-next/ceph/ceph-mon,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceph/ceph-radosgw,cs:~openstack-charmers-next/ceph/ceph-osd,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/aodh,cs:~openstack-charmers/aodh,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/aodh,cs:~openstack-charmers/keystone,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/aodh,cs:~openstack-charmers/glance,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/aodh,cs:~openstack-charmers/cinder,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/aodh,cs:~openstack-charmers/ceilometer,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers-next/rabbitmq,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers-next/nova,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers-next/neutron,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers-next/nova-cloud,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers-next/ceph,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers-next/cinder,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:ntp,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers-next/ceilometer,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers-next/percona,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:~openstack-charmers-next/openstack,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/rabbitmq,cs:mongodb,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/glance,cs:~openstack-charmers/glance,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/glance,cs:~openstack-charmers/keystone,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/glance,cs:~openstack-charmers/cinder,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/glance,cs:~openstack-charmers/ceilometer,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers/glance,cs:~openstack-charmers/aodh,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers-next/openstack,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers-next/percona,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers-next/nova-cloud,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers-next/neutron,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers-next/rabbitmq,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers-next/nova,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers-next/cinder,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers-next/ceph,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:~openstack-charmers-next/ceilometer,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:mongodb,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/openstack,cs:ntp,3
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/ceilometer,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/nova,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/percona,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/nova-cloud,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/neutron,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/rabbitmq,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/openstack,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/cinder,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:~openstack-charmers-next/ceph,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:mongodb,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceilometer,cs:ntp,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/neutron/neutron-api,cs:~openstack-charmers-next/neutron/neutron-api,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/neutron/neutron-api,cs:~openstack-charmers-next/neutron/neutron-openvswitch,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/neutron/neutron-api,cs:~openstack-charmers-next/neutron/neutron-gateway,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceph/ceph-mon,cs:~openstack-charmers-next/ceph/ceph-mon,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceph/ceph-mon,cs:~openstack-charmers-next/ceph/ceph-osd,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceph/ceph-mon,cs:~openstack-charmers-next/ceph/ceph-radosgw,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceph/ceph-osd,cs:~openstack-charmers-next/ceph/ceph-osd,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceph/ceph-osd,cs:~openstack-charmers-next/ceph/ceph-mon,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/ceph/ceph-osd,cs:~openstack-charmers-next/ceph/ceph-radosgw,2
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:ntp,0
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers-next/nova,1
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers-next/neutron,1
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers-next/rabbitmq,2
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers,2
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers-next/nova-cloud,2
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers-next/ceph,2
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers-next/cinder,2
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers-next/ceilometer,2
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers-next/percona,2
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:~openstack-charmers-next/openstack,3
openstack-telemetry-xenial-newton-3.yml,cs:ntp,cs:mongodb,3
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers-next/cinder,0
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers-next/nova,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers-next/ceph,1
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers-next/percona,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers-next/nova-cloud,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers-next/neutron,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers-next/rabbitmq,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers-next/openstack,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:~openstack-charmers-next/ceilometer,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:mongodb,2
openstack-telemetry-xenial-newton-3.yml,cs:~openstack-charmers-next/cinder,cs:ntp,2
sparkler-basic-spark-7.yml,cs:~spiculecharms/apache-solr,cs:~spiculecharms/apache-solr,0
sparkler-basic-spark-7.yml,cs:~spiculecharms/apache-solr,cs:openjdk,1
sparkler-basic-spark-7.yml,cs:~spiculecharms/apache-solr,cs:~spiculecharms/sparkler,1
sparkler-basic-spark-7.yml,cs:~spiculecharms/apache-solr,cs:~spiculecharms/apache-spark,2
sparkler-basic-spark-7.yml,cs:~spiculecharms/apache-spark,cs:~spiculecharms/apache-spark,0
sparkler-basic-spark-7.yml,cs:~spiculecharms/apache-spark,cs:~spiculecharms/sparkler,1
sparkler-basic-spark-7.yml,cs:~spiculecharms/apache-spark,cs:openjdk,1
sparkler-basic-spark-7.yml,cs:~spiculecharms/apache-spark,cs:~spiculecharms/apache-solr,2
sparkler-basic-spark-7.yml,cs:~spiculecharms/sparkler,cs:~spiculecharms/sparkler,0
sparkler-basic-spark-7.yml,cs:~spiculecharms/sparkler,cs:openjdk,1
sparkler-basic-spark-7.yml,cs:~spiculecharms/sparkler,cs:~spiculecharms/apache-spark,1
sparkler-basic-spark-7.yml,cs:~spiculecharms/sparkler,cs:~spiculecharms/apache-solr,1
sparkler-basic-spark-7.yml,cs:openjdk,cs:openjdk,0
sparkler-basic-spark-7.yml,cs:openjdk,cs:~spiculecharms/apache-solr,1
sparkler-basic-spark-7.yml,cs:openjdk,cs:~spiculecharms/sparkler,1
sparkler-basic-spark-7.yml,cs:openjdk,cs:~spiculecharms/apache-spark,1
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/openstack-dashboard,0
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/keystone,1
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/nova-cloud-controller,2
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/glance,2
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/mysql,2
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/cinder,2
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:~openstack-charmers-next/trusty/neutron-api,2
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/nova-compute,3
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/rabbitmq-server,3
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/etcd,3
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:~project-calico/trusty/neutron-calico,3
bundle-openstack-calico-0.yml,cs:trusty/openstack-dashboard,cs:trusty/bird,4
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/mysql,0
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/nova-cloud-controller,1
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/keystone,1
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/nova-compute,1
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/glance,1
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/cinder,1
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:~openstack-charmers-next/trusty/neutron-api,1
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/rabbitmq-server,2
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/openstack-dashboard,2
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:~project-calico/trusty/neutron-calico,2
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/etcd,2
bundle-openstack-calico-0.yml,cs:trusty/mysql,cs:trusty/bird,3
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/glance,0
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/nova-cloud-controller,1
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/cinder,1
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/nova-compute,1
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/keystone,1
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/mysql,1
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:~openstack-charmers-next/trusty/neutron-api,2
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/rabbitmq-server,2
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:~project-calico/trusty/neutron-calico,2
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/openstack-dashboard,2
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/etcd,3
bundle-openstack-calico-0.yml,cs:trusty/glance,cs:trusty/bird,3
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:~project-calico/trusty/neutron-calico,0
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/etcd,1
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/rabbitmq-server,1
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:~openstack-charmers-next/trusty/neutron-api,1
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/nova-compute,1
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/bird,1
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/cinder,2
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/nova-cloud-controller,2
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/mysql,2
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/keystone,2
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/glance,2
bundle-openstack-calico-0.yml,cs:~project-calico/trusty/neutron-calico,cs:trusty/openstack-dashboard,3
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/etcd,0
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:~project-calico/trusty/neutron-calico,1
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:~openstack-charmers-next/trusty/neutron-api,1
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/rabbitmq-server,2
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/nova-compute,2
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/bird,2
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/nova-cloud-controller,2
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/mysql,2
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/keystone,2
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/cinder,3
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/glance,3
bundle-openstack-calico-0.yml,cs:trusty/etcd,cs:trusty/openstack-dashboard,3
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/rabbitmq-server,0
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:~project-calico/trusty/neutron-calico,1
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/nova-compute,1
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/cinder,1
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:~openstack-charmers-next/trusty/neutron-api,1
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/nova-cloud-controller,1
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/etcd,2
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/bird,2
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/glance,2
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/mysql,2
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/keystone,2
bundle-openstack-calico-0.yml,cs:trusty/rabbitmq-server,cs:trusty/openstack-dashboard,3
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/bird,0
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:~project-calico/trusty/neutron-calico,1
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/etcd,2
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/rabbitmq-server,2
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:~openstack-charmers-next/trusty/neutron-api,2
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/nova-compute,2
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/cinder,3
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/nova-cloud-controller,3
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/mysql,3
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/keystone,3
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/glance,3
bundle-openstack-calico-0.yml,cs:trusty/bird,cs:trusty/openstack-dashboard,4
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/keystone,0
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/openstack-dashboard,1
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/nova-cloud-controller,1
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/glance,1
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/mysql,1
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/cinder,1
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:~openstack-charmers-next/trusty/neutron-api,1
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/nova-compute,2
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/rabbitmq-server,2
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/etcd,2
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:~project-calico/trusty/neutron-calico,2
bundle-openstack-calico-0.yml,cs:trusty/keystone,cs:trusty/bird,3
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/nova-cloud-controller,0
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/glance,1
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/nova-compute,1
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/keystone,1
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/cinder,1
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:~openstack-charmers-next/trusty/neutron-api,1
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/mysql,1
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/rabbitmq-server,1
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:~project-calico/trusty/neutron-calico,2
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/openstack-dashboard,2
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/etcd,2
bundle-openstack-calico-0.yml,cs:trusty/nova-cloud-controller,cs:trusty/bird,3
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/nova-compute,0
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:~project-calico/trusty/neutron-calico,1
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/nova-cloud-controller,1
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/rabbitmq-server,1
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/glance,1
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/mysql,1
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/etcd,2
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:~openstack-charmers-next/trusty/neutron-api,2
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/bird,2
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/keystone,2
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/cinder,2
bundle-openstack-calico-0.yml,cs:trusty/nova-compute,cs:trusty/openstack-dashboard,3
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/cinder,0
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/nova-cloud-controller,1
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/rabbitmq-server,1
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/glance,1
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/mysql,1
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/keystone,1
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/nova-compute,2
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:~openstack-charmers-next/trusty/neutron-api,2
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:~project-calico/trusty/neutron-calico,2
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/openstack-dashboard,2
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/etcd,3
bundle-openstack-calico-0.yml,cs:trusty/cinder,cs:trusty/bird,3
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:~openstack-charmers-next/trusty/neutron-api,0
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/etcd,1
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:~project-calico/trusty/neutron-calico,1
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/nova-cloud-controller,1
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/rabbitmq-server,1
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/mysql,1
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/keystone,1
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/nova-compute,2
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/bird,2
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/glance,2
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/cinder,2
bundle-openstack-calico-0.yml,cs:~openstack-charmers-next/trusty/neutron-api,cs:trusty/openstack-dashboard,2
streaming-12.yml,cs:~tengu-bot/trusty/storm/nimbus,cs:~tengu-bot/trusty/storm/nimbus,0
streaming-12.yml,cs:~tengu-bot/trusty/storm/nimbus,cs:~tengu-bot/trusty/storm/worker,1
streaming-12.yml,cs:~tengu-bot/trusty/storm,cs:~tengu-bot/trusty/storm,0
streaming-12.yml,cs:~tengu-bot/trusty/storm,cs:~tengu-bot/trusty/apache-zookeeper,1
streaming-12.yml,cs:~tengu-bot/trusty/apache-zookeeper,cs:~tengu-bot/trusty/apache-zookeeper,0
streaming-12.yml,cs:~tengu-bot/trusty/apache-zookeeper,cs:~tengu-bot/trusty/storm,1
streaming-12.yml,cs:~tengu-bot/trusty/storm/worker,cs:~tengu-bot/trusty/storm/worker,0
streaming-12.yml,cs:~tengu-bot/trusty/storm/worker,cs:~tengu-bot/trusty/storm/nimbus,1
egk-stack-0.yml,cs:xenial/apache2,cs:xenial/apache2,0
egk-stack-0.yml,cs:xenial/apache2,cs:xenial/graylog,1
egk-stack-0.yml,cs:xenial/apache2,cs:xenial/elasticsearch,2
egk-stack-0.yml,cs:xenial/apache2,cs:xenial/mongodb,2
egk-stack-0.yml,cs:xenial/apache2,cs:xenial/filebeat,2
egk-stack-0.yml,cs:xenial/apache2,cs:xenial/kibana,3
egk-stack-0.yml,cs:xenial/apache2,cs:xenial/ubuntu,3
egk-stack-0.yml,cs:xenial/graylog,cs:xenial/graylog,0
egk-stack-0.yml,cs:xenial/graylog,cs:xenial/apache2,1
egk-stack-0.yml,cs:xenial/graylog,cs:xenial/elasticsearch,1
egk-stack-0.yml,cs:xenial/graylog,cs:xenial/mongodb,1
egk-stack-0.yml,cs:xenial/graylog,cs:xenial/filebeat,1
egk-stack-0.yml,cs:xenial/graylog,cs:xenial/kibana,2
egk-stack-0.yml,cs:xenial/graylog,cs:xenial/ubuntu,2
egk-stack-0.yml,cs:xenial/kibana,cs:xenial/kibana,0
egk-stack-0.yml,cs:xenial/kibana,cs:xenial/elasticsearch,1
egk-stack-0.yml,cs:xenial/kibana,cs:xenial/graylog,2
egk-stack-0.yml,cs:xenial/kibana,cs:xenial/apache2,3
egk-stack-0.yml,cs:xenial/kibana,cs:xenial/mongodb,3
egk-stack-0.yml,cs:xenial/kibana,cs:xenial/filebeat,3
egk-stack-0.yml,cs:xenial/kibana,cs:xenial/ubuntu,4
egk-stack-0.yml,cs:xenial/ubuntu,cs:xenial/ubuntu,0
egk-stack-0.yml,cs:xenial/ubuntu,cs:xenial/filebeat,1
egk-stack-0.yml,cs:xenial/ubuntu,cs:xenial/graylog,2
